Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	PDB	Transmembrane	Subcellular location [CC]
Q92843	reviewed	B2CL2_HUMAN	Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W)	BCL2L2 BCLW KIAA0271	Homo sapiens (Human)	193	TISSUE SPECIFICITY: Expressed (at protein level) in a wide range of tissues with highest levels in brain, spinal cord, testis, pancreas, heart, spleen and mammary glands. Moderate levels found in thymus, ovary and small intestine. Not detected in salivary gland, muscle or liver. Also expressed in cell lines of myeloid, fibroblast and epithelial origin. Not detected in most lymphoid cell lines. {ECO:0000269|PubMed:11423909}.	1MK3;1O0L;1ZY3;2Y6W;4CIM;		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:11423909, ECO:0000269|PubMed:12952938}; Peripheral membrane protein {ECO:0000269|PubMed:11423909, ECO:0000269|PubMed:12952938}. Note=Loosely associated with the mitochondrial membrane in healthy cells. During apoptosis, tightly bound to the membrane.
Q93033	reviewed	IGSF2_HUMAN	Immunoglobulin superfamily member 2 (IgSF2) (Cell surface glycoprotein V7) (Glu-Trp-Ile EWI motif-containing protein 101) (EWI-101) (CD antigen CD101)	CD101 EWI101 IGSF2 V7	Homo sapiens (Human)	1021	TISSUE SPECIFICITY: Expressed in lung, thymus and small intestine. Detected in cutaneous dendritic cells, activated T-cells, monocytes and granulocytes as well as with epithelial cells with dendritic morphology. Expressed in some leukemic cells, the CD4(+) CD56(+) blastic tumor cells, as well as in Langerhans cells from LCH (Langerhans cell histiocytosis) patients. {ECO:0000269|PubMed:10692025, ECO:0000269|PubMed:15737213, ECO:0000269|PubMed:7722299, ECO:0000269|PubMed:7722300, ECO:0000269|PubMed:9389317}.		TRANSMEM 955..975; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q99576	reviewed	T22D3_HUMAN	TSC22 domain family protein 3 (DSIP-immunoreactive peptide) (Protein DIP) (hDIP) (Delta sleep-inducing peptide immunoreactor) (Glucocorticoid-induced leucine zipper protein) (GILZ) (TSC-22-like protein) (TSC-22-related protein) (TSC-22R)	TSC22D3 DSIPI GILZ	Homo sapiens (Human)	134	TISSUE SPECIFICITY: Ubiquitously expressed, including in the fetal brain and liver (PubMed:26752201). Expressed in brain, lung, spleen and skeletal muscle (PubMed:11313722, PubMed:12393603). Lower levels detected in heart and kidney (PubMed:11313722, PubMed:12393603). Not detected in the pancreas (PubMed:11313722). In non-lymphoid tissues, in the absence of inflammation, the major source of constitutive expression is the macrophage lineage (PubMed:12393603). Also expressed in cells from different hemopoietic cell lineages, including bone marrow cells, CD34+ stem cells, mature B- and T-cells, monocytes and granulocytes (PubMed:11313722). Down-regulated in activated macrophages from inflammatory lesions of delayed-type hypersensitivity (DTH) reactions, such as in tuberculosis and in Crohn disease, whereas in Burkitt lymphoma, persists in macrophages involved in the phagocytosis of apoptotic malignant cells (PubMed:12393603). {ECO:0000269|PubMed:11313722, ECO:0000269|PubMed:12393603, ECO:0000269|PubMed:26752201}.			SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000250|UniProtKB:Q9Z2S7}. Nucleus {ECO:0000250|UniProtKB:Q9Z2S7}. Note=Localization depends on differentiation status of myoblasts (By similarity). In undifferentiated myoblasts; localizes to the cytoplasm, but in differentiating myoblast; localizes to the nucleus (By similarity). {ECO:0000250|UniProtKB:Q9Z2S7}.
Q99650	reviewed	OSMR_HUMAN	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	OSMR OSMRB	Homo sapiens (Human)	979	TISSUE SPECIFICITY: Expressed in keratinocytes (at protein level) (PubMed:21261663). Expressed at relatively high levels in all neural cells as well as fibroblast and epithelial cells (PubMed:8999038). {ECO:0000269|PubMed:21261663, ECO:0000269|PubMed:8999038}.		TRANSMEM 741..761; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q99788	reviewed	CML1_HUMAN	Chemerin-like receptor 1 (Chemokine-like receptor 1) (G-protein coupled receptor ChemR23) (G-protein coupled receptor DEZ)	CMKLR1 CHEMR23 DEZ	Homo sapiens (Human)	373	TISSUE SPECIFICITY: Prominently expressed in developing osseous and cartilaginous tissue. Also found in adult parathyroid glands. Expressed in cardiovascular system, brain, kidney, gastrointestinal tissues and myeloid tissues. Expressed in a broad array of tissues associated with hematopoietic and immune function including, spleen, thymus, appendix, lymph node, bone marrow and fetal liver. Among leukocyte populations abundant expression in monocyte-derived macrophage and immature dendritic cells (DCs). High expression in blood monocytes and low levels in polymorphonuclear cells and T-cells. Expressed on endothelial cells. Highly expressed in differentiating adipocytes. {ECO:0000269|PubMed:14530373, ECO:0000269|PubMed:15728234, ECO:0000269|PubMed:15753205, ECO:0000269|PubMed:18242188, ECO:0000269|PubMed:20044979, ECO:0000269|PubMed:8976386}.	7YKD;8SG1;	TRANSMEM 42..64; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 76..97; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 115..135; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 155..176; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 225..245; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 262..282; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 301..320; /note="Helical; Name=7"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15728234, ECO:0000269|PubMed:16863918, ECO:0000269|PubMed:27716822}; Multi-pass membrane protein {ECO:0000255}. Note=Internalizes efficiently in response to RARRES2. {ECO:0000269|PubMed:27716822}.
Q99959	reviewed	PKP2_HUMAN	Plakophilin-2	PKP2	Homo sapiens (Human)	881	TISSUE SPECIFICITY: Expressed at intercalated disks in the heart (at protein level) (PubMed:18662195). Expressed in gingival epithelial, endothelial and fibroblast cells (at protein level) (PubMed:34368962). Faintly expressed in tracheal epithelial cells (at protein level) (PubMed:28169297). Widely expressed. Found at desmosomal plaques in simple and stratified epithelia and in non-epithelial tissues such as myocardium and lymph node follicles. In most stratified epithelia found in the desmosomes of the basal cell layer and seems to be absent from suprabasal strata. {ECO:0000269|PubMed:10374264, ECO:0000269|PubMed:18662195, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:28169297, ECO:0000269|PubMed:34368962}.; TISSUE SPECIFICITY: (Microbial infection) Abundantly expressed in tracheal epithelial cells following influenza A virus infection (at protein level). {ECO:0000269|PubMed:28169297}.	3TT9;		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11416169, ECO:0000269|PubMed:11790773, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:28169297, ECO:0000269|PubMed:34368962}. Cell junction, desmosome {ECO:0000269|PubMed:19533476, ECO:0000269|PubMed:20613778, ECO:0000269|PubMed:20859650, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:23884246, ECO:0000269|PubMed:25208567, ECO:0000269|PubMed:34368962}. Cell junction {ECO:0000269|PubMed:28169297}. Cytoplasm {ECO:0000269|PubMed:34368962}. Note=Colocalizes with CTNNA3 and SCN5A/Nav1.5 at intercalated disks in the heart. {ECO:0000250|UniProtKB:Q9CQ73}.
Q9BYD5	reviewed	CNFN_HUMAN	Cornifelin	CNFN	Homo sapiens (Human)	112	TISSUE SPECIFICITY: Abundant in the cervix. Moderately abundant in the uterus and fetal skin. Expression is markedly increased in psoriatic skin (18.5 fold increase in comparison with normal skin) and its overexpression alters the protein composition of cornified cell envelope (CE), but does not affect keratinocyte differentiation. Expressed in the granular cell layer of epidermis in uninvolved psoriatic skin and in the psoriatic lesions it is found in the upper-spinous layer. Increased expression also seen in atopic dermatitis (14.3 fold increase in comparison with normal skin) and mycosis fungoides (4.6 fold increase in comparison with normal skin) and in both conditions expressed in the granular cell layer of epidermis. {ECO:0000269|PubMed:15147942}.			SUBCELLULAR LOCATION: Cytoplasm. Note=Constituent of the scaffolding of the cornified envelope. {ECO:0000250}.
Q9H015	reviewed	S22A4_HUMAN	Solute carrier family 22 member 4 (Ergothioneine transporter) (ET transporter) (ETTh) (Organic cation/carnitine transporter 1) (OCTN1)	SLC22A4 ETT OCTN1 UT2H	Homo sapiens (Human)	551	TISSUE SPECIFICITY: Widely expressed (PubMed:9426230). Highly expressed in kidney, trachea, ileum, bone marrow and whole blood (PubMed:15795384, PubMed:9426230). Expressed in small intestines (PubMed:20601551). Weakly expressed in skeletal muscle, prostate, lung, pancreas, placenta, heart, uterus, spleen and spinal cord (PubMed:15795384, PubMed:16729965, PubMed:9426230). Expressed in testis, primarily to the basal membrane of Sertoli cells (PubMed:16729965, PubMed:35307651). Expressed in brain (PubMed:16729965). Expressed in liver (PubMed:16729965). Highly expressed in intestinal cell types affected by Crohn disease, including epithelial cells. Expressed in CD68 macrophage and CD43 T-cells but not in CD20 B-cells (PubMed:15107849). Predominantly expressed in CD14 cells in peripheral blood mononuclear cells (PubMed:14608356). Expressed in fetal liver, kidney and lung (PubMed:15795384, PubMed:9426230). {ECO:0000269|PubMed:14608356, ECO:0000269|PubMed:15107849, ECO:0000269|PubMed:15795384, ECO:0000269|PubMed:16729965, ECO:0000269|PubMed:20601551, ECO:0000269|PubMed:35307651, ECO:0000269|PubMed:9426230}.		TRANSMEM 21..41; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 142..162; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 172..192; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 198..218; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 233..253; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 258..278; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 338..358; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 372..392; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 400..420; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 427..447; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 461..481; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 487..507; /note="Helical; Name=12"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:20601551}; Multi-pass membrane protein {ECO:0000305}. Basal cell membrane {ECO:0000269|PubMed:35307651}; Multi-pass membrane protein {ECO:0000305}. Mitochondrion membrane {ECO:0000269|PubMed:16729965}; Multi-pass membrane protein {ECO:0000305}. Note=Localized to the apical membrane of small intestines (PubMed:20601551). Localized to the basal membrane of Sertoli cells (PubMed:35307651). {ECO:0000269|PubMed:20601551, ECO:0000269|PubMed:35307651}.
Q9H165	reviewed	BC11A_HUMAN	B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856)	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens (Human)	835	TISSUE SPECIFICITY: Expressed at high levels in brain, spleen thymus, bone marrow and testis. Expressed in CD34-positive myeloid precursor cells, B-cells, monocytes and megakaryocytes. Expression is tightly regulated during B-cell development. {ECO:0000269|PubMed:11161790, ECO:0000269|PubMed:11719382}.; TISSUE SPECIFICITY: [Isoform 1]: Expressed in fetal and adult brain, and in the plasmacytoid dendritic cell. {ECO:0000269|PubMed:16704730}.	5VTB;6KI6;6U9Q;8DTN;8DTU;8THO;8TLO;9B4P;9BV0;		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11161790}. Nucleus {ECO:0000269|PubMed:11161790}. Chromosome {ECO:0000269|PubMed:29606353}. Note=Associates with the nuclear body. Colocalizes with SUMO1 and SENP2 in nuclear speckles (By similarity). {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus matrix {ECO:0000269|PubMed:16704730}. Note=Colocalizes with BCL6 in nuclear paraspeckles. {ECO:0000269|PubMed:16704730}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:27453576}. Nucleus {ECO:0000269|PubMed:27453576}. Note=Predominantly localized in the nucleus in nuclear paraspeckles. {ECO:0000269|PubMed:27453576}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:27453576}. Nucleus {ECO:0000269|PubMed:27453576}. Note=Predominantly localized in the cytoplasm in the absence of interaction with isoform 1 and isoform 2. In presence of isoform 1 or isoform 2, translocates from the cytoplasm into nuclear paraspeckles. {ECO:0000269|PubMed:27453576}.
Q9H6V9	reviewed	LDAH_HUMAN	Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase) (hLDAH)	LDAH C2orf43	Homo sapiens (Human)	325	TISSUE SPECIFICITY: Present in macrophage-rich areas in atherosclerotic lesions (at protein level) (PubMed:24357060). Expressed in monocytes and monocyte-derived macrophages (at protein level) (PubMed:24357060). {ECO:0000269|PubMed:24357060}.			SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:17135363, ECO:0000269|PubMed:28578400}. Endoplasmic reticulum {ECO:0000269|PubMed:28578400}. Note=Localizes to the endoplasmic reticulum in absence of lipid droplets and translocates to lipid droplets upon lipid storage induction (PubMed:28578400). Lipid droplet localization does not require hydrolase activity (By similarity). {ECO:0000250|UniProtKB:Q8BVA5, ECO:0000269|PubMed:28578400}.
Q9NR16	reviewed	C163B_HUMAN	Scavenger receptor cysteine-rich type 1 protein M160 (CD163 antigen-like 1) (CD antigen CD163b)	CD163L1 CD163B M160 UNQ6434/PRO23202	Homo sapiens (Human)	1453	TISSUE SPECIFICITY: Isoform 1 is highly expressed in the spleen, lymph nodes, thymus, and fetal liver and weakly expressed in bone marrow and no expression was found in peripheral blood leukocytes. Isoform 1 expression is restricted to the monocyte and macrophage cell lines. Isoform 2 is only expressed in spleen. {ECO:0000269|PubMed:11086079}.	6K0O;	TRANSMEM 1360..1380; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.
Q9NY25	reviewed	CLC5A_HUMAN	C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1)	CLEC5A CLECSF5 MDL1	Homo sapiens (Human)	188	TISSUE SPECIFICITY: Highly expressed in bone marrow with lower levels in synovium, lung and bronchus (PubMed:20212065). Expressed in peripheral blood monocytes and in the monocyte/macrophage cell lines U-937 and Mono-Mac-6, but not in cell lines of other origins (PubMed:10449773). Expression is down-regulated when monocytes differentiate into dendritic cells (PubMed:10449773). {ECO:0000269|PubMed:10449773, ECO:0000269|PubMed:20212065}.	2YHF;	TRANSMEM 5..27; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21566123}; Single-pass type II membrane protein {ECO:0000269|PubMed:21566123}.
Q9NZT1	reviewed	CALL5_HUMAN	Calmodulin-like protein 5 (Calmodulin-like skin protein)	CALML5 CLSP	Homo sapiens (Human)	146	TISSUE SPECIFICITY: Particularly abundant in the epidermis where its expression is directly related to keratinocyte differentiation. Very low expression in lung.	2B1U;		
Q9UBG3	reviewed	CRNN_HUMAN	Cornulin (53 kDa putative calcium-binding protein) (53 kDa squamous epithelial-induced stress protein) (58 kDa heat shock protein) (Squamous epithelial heat shock protein 53) (Tumor-related protein)	CRNN C1orf10 DRC1 PDRC1 SEP53	Homo sapiens (Human)	495	TISSUE SPECIFICITY: Expressed in the basal skin layer (at protein level) (PubMed:30009832). Squamous epithelia cell-specific. Expressed in the esophagus (periphery of the cells of the granular and the upper spinous layers), foreskin (granular and lower cornified cells), scalp skin (granular layer), inner root sheath of the hair follicle and in primary keratinocytes (at protein level). Expressed in the squamous epithelium of the cervix, esophagus, foreskin and larynx. Expressed in the fetal bladder and scalp skin. Expressed at very low levels in the lung, kidney, uterus, skeletal muscle, heart and fetal brain. Undetectable or barely detectable in esophageal and oral squamous cell carcinoma compared with the matched adjacent normal esophageal mucosa. Undetectable or barely detectable in larynx and esophagus from patients with pH-documented laryngopharyngeal reflux (LPR). {ECO:0000269|PubMed:11056050, ECO:0000269|PubMed:11606197, ECO:0000269|PubMed:15854041, ECO:0000269|PubMed:15896671, ECO:0000269|PubMed:16466100, ECO:0000269|PubMed:16640557, ECO:0000269|PubMed:17289885, ECO:0000269|PubMed:30009832}.			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15854041, ECO:0000269|PubMed:16640557}. Note=Does not colocalize with TGM1.
Q9UBH0	reviewed	I36RA_HUMAN	Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1)	IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342	Homo sapiens (Human)	155	TISSUE SPECIFICITY: Predominantly expressed in skin keratinocytes but not in fibroblasts, endothelial cells or melanocytes. Detected also in the spleen, brain leukocyte and macrophage cell types. Increased in lesional psoriasis skin. {ECO:0000269|PubMed:11466363}.	4P0J;4P0K;4P0L;		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:32272059}. Secreted {ECO:0000269|PubMed:32272059}. Note=The secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion. {ECO:0000269|PubMed:32272059}.
Q9UGM3	reviewed	DMBT1_HUMAN	Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)	DMBT1 GP340	Homo sapiens (Human)	2413	TISSUE SPECIFICITY: Highly expressed in alveolar and macrophage tissues. In some macrophages, expression is seen on the membrane, and in other macrophages, strongly expressed in the phagosome/phagolysosome compartments. Expressed in lung, trachea, salivary gland, small intestine and stomach. In pancreas, expressed in certain cells of the islets of Langerhans. In digestive tract, confined to tissues with large epithelial surfaces. In intestinal tissue, moderately expressed in epithelial cells of the midcrypts and the crypt base. Expression is significantly elevated in intestinal tissue from patients with inflammatory bowel disease (IBD), particularly in surface epithelial and Paneth cells, but not in IBD patients with mutant NOD2. Present in crypt bases of the duodenum, in crypt tops of the colon, and in collecting ducts of the cortical kidney. Expressed in stratified squamous epithelium of vagina and in outer luminar surface and basilar region of columnar epithelial cells in cervix (at protein level). Isoform 1 is secreted to the lumen of the respiratory tract. {ECO:0000269|PubMed:10485905, ECO:0000269|PubMed:10749143, ECO:0000269|PubMed:11751412, ECO:0000269|PubMed:16796526, ECO:0000269|PubMed:17548659, ECO:0000269|PubMed:17983803, ECO:0000269|PubMed:9288095}.	6SA4;6SA5;6SAN;8J8D;8J8T;8WZS;		SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Note=Some isoforms may be membrane-bound. Localized to the lumenal aspect of crypt cells in the small intestine. In the colon, seen in the lumenal aspect of surface epithelial cells. Formed in the ducts of von Ebner gland, and released into the fluid bathing the taste buds contained in the taste papillae (By similarity). {ECO:0000250}.
Q9UHL9	reviewed	GT2D1_HUMAN	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (General transcription factor III) (MusTRD1/BEN) (Muscle TFII-I repeat domain-containing protein 1) (Slow-muscle-fiber enhancer-binding protein) (USE B1-binding protein) (Williams-Beuren syndrome chromosomal region 11 protein) (Williams-Beuren syndrome chromosomal region 12 protein)	GTF2IRD1 CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	Homo sapiens (Human)	959	TISSUE SPECIFICITY: Highly expressed in adult skeletal muscle, heart, fibroblast, bone and fetal tissues. Expressed at lower levels in all other tissues tested.	2D99;2DN5;2DZQ;2DZR;		SUBCELLULAR LOCATION: Nucleus.
Q9UHX3	reviewed	AGRE2_HUMAN	Adhesion G protein-coupled receptor E2 (EGF-like module receptor 2) (EGF-like module-containing mucin-like hormone receptor-like 2) (CD antigen CD312)	ADGRE2 EMR2	Homo sapiens (Human)	823	TISSUE SPECIFICITY: Expression is restricted to myeloid cells. Highest expression was found in peripheral blood leukocytes, followed by spleen and lymph nodes, with intermediate to low levels in thymus, bone marrow, fetal liver, placenta, and lung, and no expression in heart, brain, skeletal muscle, kidney, or pancreas. Expression is also detected in monocyte/macrophage and Jurkat cell lines but not in other cell lines tested. High expression in mast cells (PubMed:26841242). {ECO:0000269|PubMed:10903844, ECO:0000269|PubMed:11994511, ECO:0000269|PubMed:26841242}.	2BO2;2BOU;2BOX;	TRANSMEM 541..561; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 570..590; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 606..626; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 645..665; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 684..704; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 736..756; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 761..781; /note="Helical; Name=7"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22310662, ECO:0000269|PubMed:26841242}; Multi-pass membrane protein. Cell projection, ruffle membrane {ECO:0000269|PubMed:17928360}; Multi-pass membrane protein. Note=Localized at the leading edge of migrating cells. {ECO:0000269|PubMed:17928360}.
Q9UKW6	reviewed	ELF5_HUMAN	ETS-related transcription factor Elf-5 (E74-like factor 5) (Epithelium-restricted ESE-1-related Ets factor) (Epithelium-specific Ets transcription factor 2) (ESE-2)	ELF5 ESE2	Homo sapiens (Human)	265	TISSUE SPECIFICITY: Expressed exclusively in tissues with a high content of epithelial cells. Highly expressed in salivary gland, mammary gland, kidney and prostate. Weakly expressed in placenta and lung. Isoform 1 and isoform 2 are differentially expressed in different tissues. In the kidney, only isoform 1 was expressed, while prostate expressed both isoforms, with levels of isoform 2 being higher. Expression is up-regulated during keratinocyte differentiation. Several epithelial carcinoma cell lines showed lack of expression. {ECO:0000269|PubMed:10506207, ECO:0000269|PubMed:9840936}.	1WWX;		SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00237}.
Q9UNE0	reviewed	EDAR_HUMAN	Tumor necrosis factor receptor superfamily member EDAR (Anhidrotic ectodysplasin receptor 1) (Downless homolog) (EDA-A1 receptor) (Ectodermal dysplasia receptor) (Ectodysplasin-A receptor)	EDAR DL	Homo sapiens (Human)	448	TISSUE SPECIFICITY: Detected in fetal kidney, lung, skin and cultured neonatal epidermal keratinocytes. Not detected in lymphoblast and fibroblast cell lines.	7X9G;	TRANSMEM 188..208; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9UQP3	reviewed	TENN_HUMAN	Tenascin-N (TN-N) (Tenascin-W) (TN-W)	TNN TNW	Homo sapiens (Human)	1299	TISSUE SPECIFICITY: Not detected in normal adult mammary tissues or brain but expressed in most breast tumors and brain tumors, such as glioblastomas, astrocytomas and oligodendrogliomas, tested (PubMed:17909022, PubMed:19884327). In brain tumors, detected around the endothelial cell layer of the clood vessels (PubMed:19884327). {ECO:0000269|PubMed:17909022, ECO:0000269|PubMed:19884327}.			SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:19884327}.
A0PJW8	reviewed	DAPL1_HUMAN	Death-associated protein-like 1 (Early epithelial differentiation-associated protein)	DAPL1 EEDA	Homo sapiens (Human)	107	TISSUE SPECIFICITY: Expressed in hair follicle (at protein level). {ECO:0000269|PubMed:15920738}.			
A6NMB1	reviewed	SIG16_HUMAN	Sialic acid-binding Ig-like lectin 16 (Siglec-16) (Siglec-P16)	SIGLEC16 SIGLECP16	Homo sapiens (Human)	481	TISSUE SPECIFICITY: Expressed in bone marrow, fetal brain, fetal liver, lung and salivary gland. Detected in brain, macrophage, cancerous esophagus and lung at protein level. {ECO:0000269|PubMed:18629938}.		TRANSMEM 435..455; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18629938}; Single-pass type I membrane protein {ECO:0000269|PubMed:18629938}.
Q8IUC0	reviewed	KR131_HUMAN	Keratin-associated protein 13-1 (High sulfur keratin-associated protein 13.1)	KRTAP13-1 KAP13.1 KRTAP13.1	Homo sapiens (Human)	172	TISSUE SPECIFICITY: Weak expression seen in the late matrix and entire cortex area of the hair follicle. {ECO:0000269|PubMed:12359730}.			
Q8NFW1	reviewed	COMA1_HUMAN	Collagen alpha-1(XXII) chain	COL22A1	Homo sapiens (Human)	1626	TISSUE SPECIFICITY: Restrictive expression is observed at tissue junctions such as the myotendinous junction in skeletal and heart muscle, the articular cartilage-synovial fluid junction, or the border between the anagen hair follicle and the dermis in the skin. It is deposited in the basement membrane zone of the myotendinous junction and the hair follicle and associated with the extrafibrillar matrix in cartilage. {ECO:0000269|PubMed:15016833}.			SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix. Cytoplasm {ECO:0000250}.
P0DP73	reviewed	D130B_HUMAN	Beta-defensin 130B	DEFB130B	Homo sapiens (Human)	79	TISSUE SPECIFICITY: Expressed on differentiated macrophage phagocytizing plasmodium falciparum-parasitized erythrocytes. {ECO:0000269|PubMed:28181499}.			SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P0DP74	reviewed	D130A_HUMAN	Beta-defensin 130A (Beta-defensin 130) (Beta-defensin 30) (DEFB-30) (Defensin, beta 130)	DEFB130A DEFB130 DEFB30	Homo sapiens (Human)	79	TISSUE SPECIFICITY: Expressed on differentiated macrophage phagocytizing plasmodium falciparum-parasitized erythrocytes. {ECO:0000269|PubMed:28181499}.			SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q6ZN68	reviewed	D19P2_HUMAN	Putative C-mannosyltransferase DPY19L2P2 (EC 2.4.1.-) (Dpy-19-like protein 2 pseudogene 2) (Protein dpy-19 homolog 2-like 2)	DPY19L2P2	Homo sapiens (Human)	376	TISSUE SPECIFICITY: Fibroblast, lung, lymphoblast, spleen and testis. {ECO:0000269|PubMed:16526957}.		TRANSMEM 52..72; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 107..127; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 154..174; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 182..202; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 233..253; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 299..319; /note="Helical"; /evidence="ECO:0000255"	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
